Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,Acente_Adi,Sehir,Bolge,CustomerName,CustomerType,Filo_Retail,Yas,Cinsiyet,Gelir_Grubu,Kredi_Tutari_TL,Vade_Ay,Kredi_Onay_Suresi_Saat,AB1_Arac_Turu_Teyit,A1_Kredi_Dusunuyor_muydu,A6_Karari_Degistiren_Faktor,A3_Stenos_Finans_Bilinirlik,B5_Arastirilan_Kuruluslar,B6_Tercih_Kriterleri,EO0_Genel_Memnuniyet,EO0N_Neden,EON1_Sorun_Giderildi,EO1x1_Acente_Satis_Danismani,EON3_Neden,EON4_Sorun_Giderildi,EO2x1_Stenos_Satis_Yoneticisi,C1_Satis_Elemani_Yaklasimi,C1a_Finansman_Kosullari_Bilgilendirme,C2_Finansman_Secenekleri,C2N_Neden,C8_Geri_Odeme_Kosullari,C5_Surec_Kolaylik_Hiz,C5N_Neden,C7x_Geri_Odeme_Bilgilendirme_Yeterli,C7xN_Neden,E1_Musteri_Hizmetleri_Aradi_mi,E2_Arama_Konusu,E5a_Cagri_Merkezi_Memnuniyeti,E6_Memnuniyetsizlik_Nedeni,N1_Kampanya_Takip,N2_Takip_Kanallari,N3_Mobil_App_Bilinirlik,S44_Brand_Retention,F1_Recommendation_NPS,F1x_Brand_Importance,K1_1_Kasko_Satin_Aldi_mi,K7_Kasko_Tercih_Nedeni,K1_2_Kasko_Teklifi_Verildi_mi,K8_Avantajlardan_Bahsedildi_mi,K9_Akilda_Kalan_Teminat,K1a_Kasko_Tercih_Etmeme_Nedeni,K3_Kasko_Genel_Memnuniyet,K4_Kasko_Yenileme_Tercihi,K5_Kasko_Tavsiye,K6_Kasko_Tavsiye_Nedeni,K2_Kaskodan_Haberdar_Olma,I1_Sorun_Yasadi_mi,I2_Sorun_Giderildi_mi,M1_Veri_Paylasim_Izni,NPS_Kategori,EO0_Endeks_100,EO0_Top2Box,S44_Top2Box
CSI-CRD-00120,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-09-30,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Belgizar Öcalan,Otomobil-Binek,Retail,56,Erkek,85.001 - 150.000 TL,1647000,36,11.7,1,2,Acentede sunulan faiz oranı beklediğimden uygundu,1,Vakıflar Bankası,Ödeme Planında Esneklik; Kampanyaları olması; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,9,8,8,,10,10,,1,,1,Adres Değişikliği Bildirme,10.0,,2,,3,9,10,9,1.0,Fiyat avantajı; Teminat içeriği,,,,,10.0,10.0,10.0,,Stenos Auto Finans veya Stenos Auto iletişim hattından,2,,2,Promoter,100.0,1,1
CSI-CRD-00121,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-14,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Necva Şensoy,Otomobil-Binek,Filo,59,Kadın,150.000 TL üzeri,2476000,24,6.1,1,1,,1,Kuveyt Türk,Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Sorunların zamanında çözülmesi; Markanın finans kurumu olması,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,9,10,,9,10,,1,,1,Senet İadesi,10.0,,2,,3,8,9,10,,,,,,,,,,,,2,,2,Promoter,100.0,1,0
CSI-CRD-00122,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-02-22,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Zehranur Şama Akça,Hafif Ticari,Retail,32,Erkek,150.000 TL üzeri,1527000,36,1.0,1,1,,1,Halk Bankası; Kuveyt Türk; QNB Fibabank,Personelin genel tutum davranışları; Daha uzun vade; Daha az döküman/daha az prosedür,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,8,10,10,,10,10,,1,,2,,,,2,,2,10,10,8,1.0,Teminat içeriği,,,,,10.0,10.0,9.0,,Acente satış danışmanı; Stenos Auto Finans veya Stenos Auto iletişim hattından,2,,1,Promoter,100.0,1,1
CSI-CRD-00123,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-09-13,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Barışcan Akgündüz,Otomobil-Binek,Retail,25,Erkek,85.001 - 150.000 TL,1872000,36,9.2,1,2,Acentede sunulan faiz oranı beklediğimden uygundu,2,İş Bankası,Sorunların zamanında çözülmesi; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Düşük peşinat / peşinatsız kredi imkânı,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,9,8,,10,8,,2,Erken kapama koşulları açıklanmadı,1,Kredimin ödeme planını revize etmek,9.0,,1,Sosyal medya; Stenos Auto Mobil App,1,10,10,9,2.0,,1.0,2.0,,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,2,,2,Promoter,100.0,1,1
CSI-CRD-00124,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-09-10,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Gözem Zengin,Otomobil-Binek,Retail,41,Erkek,85.001 - 150.000 TL,1068000,24,2.6,1,1,,2,Şekerbank; Ziraat Bankası,Müşteri ilişkileri; Ödeme Planında Esneklik; Ulaşım kolaylığı,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,7,6,9,10,,10,9,,1,,1,Banka Hesap No'ları hakkında bilgi; Yeni Kredi Başvurusu için,7.0,,1,Sosyal medya; Stenos Auto Mobil App; Acente,2,10,9,9,1.0,Fiyat avantajı; Kredi avantajı,,,,,9.0,10.0,10.0,,Yetkili servisten; Stenos Auto Finans veya Stenos Auto internet sayfalarından,2,,1,Promoter,88.9,1,1
CSI-CRD-00125,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-05-24,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Ayduru Sakarya,Hafif Ticari,Filo,21,Kadın,85.001 - 150.000 TL,1414000,24,3.2,1,1,,1,Halk Bankası; Türkiye Finans; Alternatifbank,Faiz oranı; Sigorta hizmetlerinin de olması; Düşük peşinat / peşinatsız kredi imkânı,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,9,10,10,10,,8,10,,1,,1,Rehin Kaldırma; Hesap / Borç durumu öğrenme,8.0,,2,,2,10,9,9,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00126,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-11-21,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Okt. Minibe Seblâ Tevetoğlu,Hafif Ticari,Retail,55,Erkek,50.001 - 85.000 TL,839000,24,1.0,1,2,Nakit bütçemi bozmak istemedim,1,Başka kuruluş araştırmadım,Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Hizmet kalitesi; Müşteri ilişkileri,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,10,8,,9,10,,1,,1,Fatura ile ilgili olarak; Senet İadesi,7.0,,1,Acente,3,9,10,10,1.0,Fiyat avantajı,,,,,10.0,10.0,7.0,Fiyat/teminat dengesi beklentimin altındaydı,"Gazete, dergi ilanlarından",2,,1,Promoter,100.0,1,1
CSI-CRD-00127,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-09-05,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Kaşif Seydo Akar Eraslan,Otomobil-Binek,Retail,47,Erkek,25.001 - 50.000 TL,431000,24,5.7,1,1,,2,Başka kuruluş araştırmadım,Daha uzun vade; Daha az döküman/daha az prosedür; Daha önce kredi kullanmıştım,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,7,Danışmanın bilgilendirmesi yetersizdi,,8,10,7,8,,8,9,,1,,1,Kaza,6.0,Müşteri temsilcisinin yaklaşımı; Talebim için birden fazla kişiyle görüşmek durumunda kaldım.,2,,1,9,8,6,1.0,Teminat içeriği,,,,,8.0,6.0,4.0,Fiyat/teminat dengesi beklentimin altındaydı,"Gazete, dergi ilanlarından",2,,1,Passive,77.8,0,1
CSI-CRD-00128,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-05-22,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Yamin Merzuk Yılmaz,Otomobil-Binek,Retail,35,Erkek,150.000 TL üzeri,1336000,48,10.5,1,1,,1,ING; Finans Bank; Yapı ve Kredi Bankası,Sorunların zamanında çözülmesi; Ulaşım kolaylığı; Müşteri ilişkileri,7,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,5,Danışmanın bilgilendirmesi yetersizdi,1.0,99,6,8,9,,7,7,,2,Erken kapama koşulları açıklanmadı,2,,,,2,,2,6,7,8,2.0,,2.0,,,Servis hizmet memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,2,,1,Passive,66.7,0,0
CSI-CRD-00129,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-06-23,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Jankat Şafak,Otomobil-Binek,Retail,34,Erkek,50.001 - 85.000 TL,402000,36,6.1,1,2,Nakit bütçemi bozmak istemedim,2,Yapı ve Kredi Bankası,Ulaşım kolaylığı; Markanın finans kurumu olması; Ödeme Planında Esneklik,6,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,6,Danışmanın bilgilendirmesi yetersizdi,1.0,5,6,8,6,Taksit seçenekleri ihtiyacıma uymadı,5,6,Onay süreci beklediğimden uzun sürdü,1,,1,Kredi geri ödeme planımı temin etmek,5.0,Revize işlemimin uzun zaman alması; Talebim için birden fazla kişiyle görüşmek durumunda kaldım.,1,"Web sitesi; Sosyal medya; Gazete, dergi vb.",3,8,7,4,1.0,Fiyat avantajı; Kredi avantajı,,,,,6.0,10.0,7.0,Fiyat/teminat dengesi beklentimin altındaydı,Stenos Auto Finans veya Stenos Auto iletişim hattından,2,,1,Passive,55.6,0,0
CSI-CRD-00130,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-10-13,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Tümer Çamurcuoğlu,Hafif Ticari,Retail,57,Erkek,50.001 - 85.000 TL,1412000,24,7.2,1,2,Satış danışmanının yönlendirmesi,2,İş Bankası; OdeaBank,Faiz oranı; Sigorta hizmetlerinin de olması; Sorunların zamanında çözülmesi,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,9,10,99,,9,10,,2,Taksit tarihleri net anlatılmadı,2,,,,2,,3,10,9,9,2.0,,1.0,1.0,Değer kaybı teminatı,Kendi sigortacısı/tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00131,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-08-29,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Minibe Ülker,Hafif Ticari,Retail,58,Erkek,50.001 - 85.000 TL,1421000,60,3.4,1,1,,1,Akbank; Şekerbank; TEB (Türk Ekonomi Bankası),Daha uzun vade; Ödeme Planında Esneklik; Sorunların zamanında çözülmesi,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,8,8,99,,10,9,,1,,1,Fatura ile ilgili olarak; Rehin Kaldırma,9.0,,2,,1,8,9,9,1.0,Teminat içeriği,,,,,10.0,7.0,9.0,,Stenos Auto Finans veya Stenos Auto iletişim hattından,2,,1,Promoter,88.9,1,0
CSI-CRD-00132,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-01-20,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Yeneral Ginyas Zorlu Hançer,Otomobil-Binek,Filo,46,Erkek,85.001 - 150.000 TL,1224000,36,11.8,1,1,,1,QNB Fibabank,Daha önce kredi kullanmıştım; Markanın finans kurumu olması; Markaya duyulan güven,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,10,10,10,,10,99,,1,,2,,,,2,,2,9,10,9,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00133,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-04-11,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Okt. Rahiye Mehdiye Durmuş,Hafif Ticari,Retail,36,Erkek,150.000 TL üzeri,1676000,24,1.0,1,1,,2,Burgan Bank; Kuveyt Türk; Şekerbank,Sigorta hizmetlerinin de olması; Hizmet kalitesi; Ödeme Planında Esneklik,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,99,,,8,10,9,9,,99,10,,1,,2,,,,2,,2,8,7,9,1.0,Teminat içeriği,,,,,10.0,9.0,4.0,Fiyat/teminat dengesi beklentimin altındaydı,Stenos Auto Finans veya Stenos Auto internet sayfalarından; Daha önce kredi kullanan tanıdıklarımdan / tavsiye,2,,1,Passive,88.9,1,0
CSI-CRD-00134,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-05-01,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Dalkılıç Seven,Otomobil-Binek,Retail,59,Erkek,50.001 - 85.000 TL,1639000,24,2.8,1,1,,1,HSBC Bank,Daha uzun vade; Müşteri ilişkileri; Sorunların zamanında çözülmesi,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,10,10,10,,9,10,,1,,2,,,,1,Sosyal medya,1,10,10,10,1.0,Kredi avantajı; Fiyat avantajı,,,,,10.0,9.0,10.0,,Yetkili servisten,2,,1,Promoter,100.0,1,1
CSI-CRD-00135,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-03-21,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Gökperi Mansız Durdu,Otomobil-Binek,Retail,46,Kadın,50.001 - 85.000 TL,536000,48,8.8,1,1,,1,OdeaBank,Daha az döküman/daha az prosedür; Ulaşım kolaylığı; Hizmet kalitesi,5,Evrak ve geri dönüş süreçlerinde sorun yaşadım,1.0,5,Danışmanın bilgilendirmesi yetersizdi,1.0,5,5,4,5,Taksit seçenekleri ihtiyacıma uymadı,3,7,,1,,2,,,,2,,1,5,6,6,2.0,,1.0,1.0,Değer kaybı teminatı,Kendi sigortacısı/tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,,,,,,2,,1,Detractor,44.4,0,0
CSI-CRD-00136,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-11-07,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Rayla Zülbiye Karadeniz,Hafif Ticari,Retail,49,Erkek,150.000 TL üzeri,2115000,60,4.2,1,1,,2,Şekerbank; Garanti Bankası; Vakıflar Bankası,Markaya duyulan güven; Hizmet kalitesi; Kampanyaları olması,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,8,10,7,9,,10,8,,1,,2,,,,2,,1,9,10,8,1.0,Kredi avantajı; Fiyat avantajı,,,,,9.0,9.0,10.0,,Acente satış danışmanı; Daha önce kredi kullanan tanıdıklarımdan / tavsiye,2,,1,Promoter,88.9,1,1
CSI-CRD-00137,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-02-22,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Göken Arslan,Otomobil-Binek,Retail,42,Kadın,150.000 TL üzeri,1980000,36,18.3,1,1,,2,Başka kuruluş araştırmadım,Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Kredi alımlarında hızlılık; Faiz oranı,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,9,Danışman ilgili ve bilgiliydi,,8,9,10,99,,7,7,,1,,2,,,,2,,2,8,8,9,1.0,Kredi avantajı; Fiyat avantajı,,,,,5.0,9.0,7.0,Fiyat/teminat dengesi beklentimin altındaydı,Stenos Auto Finans veya Stenos Auto internet sayfalarından,1,1.0,1,Passive,77.8,0,0
CSI-CRD-00138,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-01-17,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Melihcan Çetin,Otomobil-Binek,Retail,47,Erkek,85.001 - 150.000 TL,2124000,36,46.7,1,2,Nakit bütçemi bozmak istemedim,2,Başka kuruluş araştırmadım,Hizmet kalitesi; Daha önce kredi kullanmıştım; Kredi alımlarında hızlılık,2,Evrak ve geri dönüş süreçlerinde sorun yaşadım,1.0,2,Danışmanın bilgilendirmesi yetersizdi,1.0,99,3,1,2,Taksit seçenekleri ihtiyacıma uymadı,1,3,Onay süreci beklediğimden uzun sürdü,1,,2,,,,1,"Sosyal medya; Acente; Gazete, dergi vb.",3,4,4,2,1.0,Teminat içeriği,,,,,3.0,1.0,5.0,Fiyat/teminat dengesi beklentimin altındaydı,İnternet reklamlarından,1,1.0,2,Detractor,11.1,0,0
CSI-CRD-00139,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-05-15,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Seçgül Dumanlı,Otomobil-Binek,Retail,43,Erkek,150.000 TL üzeri,1730000,36,1.0,1,1,,1,Başka kuruluş araştırmadım,Ödeme Planında Esneklik; Markaya duyulan güven; Müşteri ilişkileri,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,10,10,10,,7,9,,1,,2,,,,2,,2,9,10,10,1.0,Teminat içeriği; Fiyat avantajı,,,,,10.0,10.0,9.0,,Daha önce kredi kullanan tanıdıklarımdan / tavsiye,2,,1,Promoter,100.0,1,1
CSI-CRD-00140,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-01-06,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Dr. Gülşeref Umuşan Güçlü Çetin,Hafif Ticari,Retail,41,Kadın,25.001 - 50.000 TL,580000,24,29.1,1,1,,1,Kuveyt Türk; Burgan Bank; OdeaBank,Daha önce kredi kullanmıştım; Markanın finans kurumu olması; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,7,Danışmanın bilgilendirmesi yetersizdi,,8,9,9,8,,9,5,Onay süreci beklediğimden uzun sürdü,2,Taksit tarihleri net anlatılmadı,3,,,,2,,2,6,7,9,1.0,Teminat içeriği; Kredi avantajı,,,,,5.0,8.0,9.0,,Stenos Auto Finans veya Stenos Auto iletişim hattından,1,2.0,1,Passive,77.8,0,0
CSI-CRD-00141,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-02-20,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Dr. Atgun Arslan,Otomobil-Binek,Filo,41,Erkek,50.001 - 85.000 TL,1429000,12,10.2,1,1,,2,Akbank; Denizbank; Türkiye Finans,Düşük peşinat / peşinatsız kredi imkânı; Daha uzun vade; Daha önce kredi kullanmıştım,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,10,9,,99,7,,1,,1,Kaza; Kredimin ödeme planını revize etmek,10.0,,2,,1,8,10,10,,,,,,,,,,,,2,,1,Promoter,88.9,1,0
CSI-CRD-00142,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-06,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Büşranur Alemdar,Otomobil-Binek,Retail,35,Erkek,85.001 - 150.000 TL,2377000,36,7.2,1,2,Kampanya koşulları cazipti,1,Şekerbank; Ziraat Bankası; TEB (Türk Ekonomi Bankası),Markanın finans kurumu olması; Hizmet kalitesi; Kredi alımlarında hızlılık,6,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,7,Danışmanın bilgilendirmesi yetersizdi,,6,99,99,8,,5,7,,1,,99,,,,1,Sosyal medya,1,4,6,6,1.0,Teminat içeriği; Kredi avantajı,,,,,5.0,6.0,5.0,Fiyat/teminat dengesi beklentimin altındaydı,"Gazete, dergi ilanlarından",2,,1,Detractor,55.6,0,0
CSI-CRD-00143,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-02-12,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Dr. Gönen Ebuakil Sezgin,Otomobil-Binek,Retail,22,Erkek,150.000 TL üzeri,2029000,60,6.3,1,1,,1,Garanti Bankası,Markanın finans kurumu olması; Daha önce kredi kullanmıştım; Ulaşım kolaylığı,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,8,10,10,8,,9,9,,2,Taksit tarihleri net anlatılmadı,2,,,,1,"Gazete, dergi vb.; Acente",2,10,9,7,2.0,,2.0,,,Kendi sigortacısı/tanıdık acente olması,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00144,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-05-26,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Bilender Yıldırım,Otomobil-Binek,Retail,25,Erkek,150.000 TL üzeri,1509000,24,4.1,1,1,,2,Halk Bankası; HSBC Bank,Düşük peşinat / peşinatsız kredi imkânı; Kredi alımlarında hızlılık; Kampanyaları olması,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,9,9,,8,10,,1,,1,Yeni Kredi Başvurusu için,10.0,,2,,1,8,9,10,1.0,Teminat içeriği; Kredi avantajı,,,,,9.0,7.0,6.0,Fiyat/teminat dengesi beklentimin altındaydı,İnternet reklamlarından,2,,2,Promoter,100.0,1,0
CSI-CRD-00145,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-04-28,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Ercihan Nerim Mansız,Hafif Ticari,Retail,21,Erkek,50.001 - 85.000 TL,1564000,12,3.2,1,1,,1,Başka kuruluş araştırmadım,Hizmet kalitesi; Markaya duyulan güven; Kredi alımlarında hızlılık,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,7,10,8,9,,10,10,,1,,2,,,,2,,2,9,10,9,2.0,,1.0,1.0,Muafiyetsiz cam teminatı,Kendi sigortacısı/tanıdık acente olması,,,,,,2,,1,Promoter,88.9,1,1
CSI-CRD-00146,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-01-31,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Möhsim Seven,Otomobil-Binek,Retail,50,Erkek,150.000 TL üzeri,2455000,36,5.3,1,1,,1,Denizbank,Hizmet kalitesi; Markanın finans kurumu olması; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,10,10,9,,9,10,,1,,2,,,,1,Acente; Web sitesi,1,9,10,8,1.0,Fiyat avantajı,,,,,10.0,10.0,10.0,,Acente satış danışmanı; Yetkili servisten,2,,1,Promoter,100.0,1,1
CSI-CRD-00147,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-11-29,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Yekda Sezer,Hafif Ticari,Filo,22,Kadın,50.001 - 85.000 TL,1161000,24,3.9,1,1,,1,ING; OdeaBank; Alternatifbank,Sigorta hizmetlerinin de olması; Ulaşım kolaylığı; Daha önce kredi kullanmıştım,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,99,10,8,9,,7,10,,1,,1,Adres Değişikliği Bildirme,8.0,,1,Stenos Auto Mobil App,2,10,9,9,,,,,,,,,,,,2,,1,Promoter,88.9,1,1
CSI-CRD-00148,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-07-18,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Taçnur Gülen Yüksel,Otomobil-Binek,Retail,35,Erkek,150.000 TL üzeri,2130000,48,2.1,1,1,,1,Başka kuruluş araştırmadım,Daha önce kredi kullanmıştım; Daha uzun vade; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,9,10,9,,10,10,,1,,2,,,,2,,2,9,10,9,1.0,Fiyat avantajı,,,,,8.0,10.0,10.0,,"İnternet reklamlarından; Gazete, dergi ilanlarından",1,2.0,1,Promoter,100.0,1,1
CSI-CRD-00149,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-04-07,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Turabi Sezer,Otomobil-Binek,Filo,54,Erkek,25.001 - 50.000 TL,1479000,48,14.1,1,2,Acentede sunulan faiz oranı beklediğimden uygundu,1,Başka kuruluş araştırmadım,Faiz oranı; Kampanyaları olması; Daha uzun vade,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,10,10,,10,8,,2,Gecikme faizi hakkında bilgi verilmedi,2,,,,2,,2,9,10,10,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00150,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-27,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Çapkan Bilge,Otomobil-Binek,Filo,40,Erkek,50.001 - 85.000 TL,1096000,12,14.6,1,1,,1,Başka kuruluş araştırmadım,Kampanyaları olması; Daha az döküman/daha az prosedür; Personelin genel tutum davranışları,6,Evrak ve geri dönüş süreçlerinde sorun yaşadım,1.0,5,Danışmanın bilgilendirmesi yetersizdi,1.0,5,5,6,5,Taksit seçenekleri ihtiyacıma uymadı,7,8,,1,,2,,,,1,"Gazete, dergi vb.",1,7,7,7,,,,,,,,,,,,2,,1,Passive,55.6,0,0
